0;1;2;3;4;5
TN9092FJVKK8;EMP NAT 2024 T4 CB TF;29 662;3,000;16;8,990
TN0008000655;BTA 6,6% Mars 2027;2 508;2,501;30;9,000
TN0008000812;BTA 7,5% 13/12/2028;4 485;4,201;313;9,000
