0;1;2;3;4;5;6;7;8;9;10;11
;SIN;;;Libellé;;;Type;;;Montant (MDT);
TNFITSFDMPP0;BTCT 26 semaines 11042025;Remboursement à l’échéance;80,00;;;;;;;;
TNYI64DBCMP4;BTC 52 semaines 11042025;Remboursement à l’échéance;100,00;;;;;;;;
TN0001600154;Attijari Bank (AA);Dividende;209,86;;;;;;;;
