0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
;ISIN;;;Libellé;;;Nombre d';;;Nombre de;;;Montant;;;Prix;;;Courbe des;;;;;;;;;;
;;;;;;;Opérations;;;Titres;;;(mDT);;;Plus Bas;;;Plus Haut;;;PMP;;;TMP %;;;Taux %;
TN0008000622;BTA 6,3% Mars 2026;1;54 000;54 074,49;98,55;98,55;98,55;8,31;8,54;;;;;;;;;;;;;;;;;;;;
TN19GXXADLD0;BTA 9,50% août 2035;1;15 688;16 923,80;99,91;99,91;99,91;9,50;9,66;;;;;;;;;;;;;;;;;;;;
TNNUS2JABSF6;BTA 9,40% août 2033;1;16 021;17 199,59;99,48;99,48;99,48;9,48;9,65;;;;;;;;;;;;;;;;;;;;
