0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35
Durée;Durée;;Nombre;;Volume en DT*;Volume en DT*;En cours en DT;En cours en DT;;Taux Moyen;;Taux plus haut %;Taux plus haut %;Taux plus bas %;Taux plus bas %;;;;;;;;;;;;;;;;;;;;
;;;d'Opérations;Pondéré;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;2024;;;2025;;;2024;;;2025;;;;;;2024;;;2025;;;2024;;;2025;;;2024;;;2025;
De 1 à 7 jours;1883;214;10 070 318 933,20;1 298 365 543,69;21 095 651,99;8,93;8,36;10 ,05;9,56;6,95;7,41;;;;;;;;;;;;;;;;;;;;;;;;
De 8 à 90 jours;10542;2769;53 477 081 134,45;13 921 141 677,72;1 314 477 932,18;8,98;8,76;10 ,73;9,99;7,49;7,25;;;;;;;;;;;;;;;;;;;;;;;;
Au-delà de 90 jours;1310;402;6 563 075 260,60;2 127 792 723,98;1 563 621 764,71;9,50;8,95;10 ,53;10,44;7,56;7,70;;;;;;;;;;;;;;;;;;;;;;;;
;TOTAL :;;;13 735;;;3 385;;;70 110 475 328,25;;;17 347 299 945,39;;;2 899 195 348,89;;;;;;;;;;;;;;;;;;;
