0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35
Durée;Durée;;Nombre;;Volume en DT*;Volume en DT*;En cours en DT;En cours en DT;;Taux Moyen;;Taux plus haut %;Taux plus haut %;Taux plus bas %;Taux plus bas %;;;;;;;;;;;;;;;;;;;;
;;;d'Opérations;Pondéré;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;2024;;;2025;;;2024;;;2025;;;;;;2024;;;2025;;;2024;;;2025;;;2024;;;2025;
De 1 à 7 jours;1883;167;10 070 318 933,20;1 093 907 369,24;45 411 214,35;8,93;8,34;10 ,05;9,56;6,95;7,41;;;;;;;;;;;;;;;;;;;;;;;;
De 8 à 90 jours;10542;2258;53 477 081 134,45;11 273 190 419,33;1 521 932 028,72;8,98;8,82;10 ,73;9,99;7,49;7,40;;;;;;;;;;;;;;;;;;;;;;;;
Au-delà de 90 jours;1310;316;6 563 075 260,60;1 713 723 441,34;1 462 638 927,59;9,50;9,05;10 ,53;10,44;7,56;7,70;;;;;;;;;;;;;;;;;;;;;;;;
;TOTAL :;;;13 735;;;2 741;;;70 110 475 328,25;;;14 080 821 229,92;;;3 029 982 170,67;;;;;;;;;;;;;;;;;;;
