0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
;Date;;;Code ISIN;;;Libellé;;;Nombre;;;Nombre;;;Montant;;;Prix;;;TMP;
;;;;;;;d'Opératio;;de Titres;de Titres;(mDT);(mDT);Plus Bas;Plus Bas;Plus Haut;Plus Haut;PMP;PMP;;;;;
;;;s;;;;;;;;;;;;;;;;;;;;
"20/02/2025";TN0008000747;BTA 7,2% Mai 2027;1;170;171,568;100,922;100,922;100,922;-;;;;;;;;;;;;;;
"20/02/2025";TNGVARQJO7Y7;EMP NAT 2023 T4 CA TF;2;12;0,122;10,195;10,195;10,195;-;;;;;;;;;;;;;;
"20/02/2025";TNNI3UPDYO12;EMP NAT 2023 T2 CA TF;1;18;0,193;10,737;10,737;10,737;-;;;;;;;;;;;;;;
