0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
;Date;;;Code ISIN;;;Libellé;;;Nombre;;;Nombre;;;Montant;;;Prix;;;TMP;;;;;;;
;;;;;;;;;;d'Opérations;;;de Titre;;;(mDT);;;Plus Bas;;;Plus Haut;;;PMP;;;;
14/05/2025;TNGCLJS7FYQ7;EMP NAT 2024 T4 CC TF;1;40 000;4 173,375;104,334;104,334;104,334;-;;;;;;;;;;;;;;;;;;;;
