0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
;Date;;;Code ISIN;;;Libellé;;;Nombre;;;Nombre;;;Montant;;;Prix;;;TMP;
;;;;;;;d'Opération;;de Titres;e Titres;(mDT);(mDT);Plus Bas;Plus Bas;Plus Haut;Plus Haut;PMP;PMP;;;;;
;;;s;;;;;;;;;;;;;;;;;;;;
21/05/2025;TNNI3UPDYO12;EMP NAT 2023 T2 CA TF;1;470;4,562;9,706;9,706;9,706;-;;;;;;;;;;;;;;
21/05/2025;TNOAYHSVTHY1;EMP NAT 2022 T4 CA TF;1;133;1,339;10,071;10,071;10,071;-;;;;;;;;;;;;;;
