0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
;Date;;;Code ISIN;;;Libellé;;;Nombre;;;Nombre;;;Montant;;;Prix;;;TMP;;;;;;;
;;;;;;;;;;d'Opérations;;;de Titres;;;(mDT);;;Plus Bas;;;lus Haut;;;PMP;;;;
17/01/2025;TN6DQ00JBLT7;EMP NAT 2023 T1 CA TF;1;274;2,765;10,090;10,090;10,090;-;;;;;;;;;;;;;;;;;;;;
17/01/2025;TNNI3UPDYO12;EMP NAT 2023 T2 CA TF;2;800;8,277;10,346;10,346;10,346;-;;;;;;;;;;;;;;;;;;;;
17/01/2025;TNPSL0PEJVO7;EMP NAT 2022 T1 CA TF;1;1 000;10,735;10,735;10,735;10,735;-;;;;;;;;;;;;;;;;;;;;
17/01/2025;TNS70RLC1A97;EMP NAT HASSAN 2023 T2 CA;1;376;2,632;7,000;7,000;7,000;-;;;;;;;;;;;;;;;;;;;;
17/01/2025;TNZBXQU5RZ91;EMP NAT 2021 T3 CA TF;1;5;0,047;9,443;9,443;9,443;-;;;;;;;;;;;;;;;;;;;;
