0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
;Durée;;;Emission;;;Taux Fixe;;;Taux Variable;;;;;;
;;;(montant;;Taux plus haut;Taux plus haut;Taux plus bas;Taux plus bas;TMP;TMP;Taux plus haut;Taux plus haut;Taux plus bas;Taux plus bas;TMP;TMP
;nominal en;;;;;;;;;;;;;;;
;MDT);;;;;;;;;;;;;;;
De 1 à 30* jours;8,55;8,91;8,91;8,91;0,00;0,00;0,00;;;;;;;;;
De 30** à 90* jours;16,10;9,41;8,00;8,40;0,00;0,00;0,00;;;;;;;;;
De 90** à 180* jours;2,00;8,91;8,91;8,91;0,00;0,00;0,00;;;;;;;;;
De 180** à 360* jours;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
Au-delà d'1 an;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
