0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30
;Date;;;Code ISIN;;;Libellé;;;Nombre;;;Nombre;;;Montant;;;Prix;;;TMP;;;;;;;;
;;;;;;;;;;d'Opérations;;;de Titres;;;(mDT);;;Plus Bas;;;Plus Haut;;;;PMP;;;;
20/01/2025;TN0008000721;BTA 7,2% Fevrier 2027;1;10;10,677;106,766;106,766;;106,766;-;;;;;;;;;;;;;;;;;;;;
20/01/2025;TNGCLJS7FYQ7;EMP NAT 2024 T4 CC TF;2;29 750;3 011,495;101,227;101,227;;101,227;-;;;;;;;;;;;;;;;;;;;;
20/01/2025;TNLI8MDN3K59;EMP NAT 2024 T1 CA TF;1;3 488;36,304;10,408;10,408;;10,408;-;;;;;;;;;;;;;;;;;;;;
20/01/2025;TNPSL0PEJVO7;EMP NAT 2022 T1 CA TF;1;234;2,514;10,743;10,743;;10,743;-;;;;;;;;;;;;;;;;;;;;
20/01/2025;TNZBXQU5RZ91;EMP NAT 2021 T3 CA TF;1;235;2,385;10,150;10,150;;10,150;-;;;;;;;;;;;;;;;;;;;;
