0;1;2;3;4;5;6;7;8;9;10;11
;SIN;;;Libellé;;;Type;;;Montant (MDT);
TN0008000721;BTA 7,2% Fevrier 2027;Paiement de coupons;57,22;;;;;;;;
TNUEJGZNL629;BTC 52 semaines 11022025;Remboursement à l’échéance;54,60;;;;;;;;
