0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
;Date;;;Code ISIN;;;Libellé;;;Nombre;;;ombre;;;Montant;;;Prix;;;TMP;
;;;;;;;'Opératio;;de Titres;e Titres;(mDT);(mDT);Plus Bas;Plus Bas;Plus Haut;lus Haut;PMP;PMP;;;;;
;;;s;;;;;;;;;;;;;;;;;;;;
04/06/2025;TNOAYHSVTHY1;EMP NAT 2022 T4 CA TF;2;700;7,005;10,007;10,007;10,007;-;;;;;;;;;;;;;;
