0;1;2;3;4;5;6;7;8;9;10;11
;ISIN;;;CFI;;;Libellé;;;ENCOURS (MDT);
TNDGC1G8YOD1;DBFQFR;WIB ISLAMIQUE SUB 2025-1 CB;26,00;;;;;;;;
TNXQTF5R6LM5;DBFQFR;WIB ISLAMIQUE SUB 2025-1 CA;4,00;;;;;;;;
