0;1;2;3;4;5;6;7;8;9;10;11;12
TN0008000812;BTA 7,5% 13/12/2028;1;460;429,83;92,80;92,80;;92,80;;9,79;;9,79
TN3ZI0XTRW84;BTCT 26 semaines 11072025;1;32 000;30 673,13;95,85;95,85;;95,85;;8,70;;8,80
