0;1;2;3;4;5;6;7;8;9;10;11
;ISIN;;;CFI;;;Libellé;;;ENCOURS (MDT);
TNV7HGOLTYL8;DBFTFR;BTA 9,83% 28 mars 2034;900,00;;;;;;;;
