0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40
;;Date;;;;Code ISIN;;;;Libellé;;;;Nombre;;;;Nombre;;;;Montant;;;;Prix;;;;TMP;;;;;;;;;;
;;;;;;;;;;;;;;d'Opérations;;;;de Titres;;;;(mDT);;;;Plus Bas;;;;Plus Haut;;;;PMP;;;;;;
;03/03/2025;;TN5XXZZ454U2;;EMP NAT 2022 T1 CC TF;;1;;3 510;;381,628;;108,726;;108,726;;108,726;;-;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;03/03/2025;;TNHG2VXQ3BG0;;EMP NAT 2022 T1 CB TF;;1;;1 167;;126,659;;108,534;;108,534;;108,534;;-;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;03/03/2025;;TNJ1M1ZAWYG5;;EMP NAT 2022 T2 CA TF;;1;;49 173;;523,881;;10,654;;10,654;;10,654;;-;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
