ISIN;Libellé;Nombre de Titres;Montant;Echéance;Taux
TN0008000622;BTA 6,3% Mars 2026;3009;3,0;7;6,75
TNN50G7PX8W5;EMP NAT 2023 T2 CB TV;55000;5,5;28;9,75
TNN50G7PX8W5;EMP NAT 2023 T2 CB TV;65000;6,5;28;9,75
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;30000;3,163;100;7,5
TNX0K9990B08;EMP NAT 2024 T2 CB TF;30000;3,036;100;7,5
TN45VKDAPM79;EMP NAT 2024 T4 CB TV;10000;1,015;100;7,5
TN0008000762;BTA 8% Novembre 2030;278;0,271;100;7,5
TNHUVZNLATV4;BTA 8% 31 Janvier 2029;293;0,287;100;7,5
TNOXRGYG8RL8;BTA 8% 24 Novembre 2025;2146;2,23;100;7,5
TN0008000622;BTA 6,3% Mars 2026;8871;9,0;30;8,77
TN0008000606;BTA 6,7% Avril 2028;4954;5,0;30;8,7
TN0008000770;BTA 7,3% Decembre 2027;806;0,835;30;8,5
TN0008000606;BTA 6,7% Avril 2028;34684;35,0;30;8,7
TNN50G7PX8W5;EMP NAT 2023 T2 CB TV;49500;4,95;17;8,6
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;4743;0,5;30;8,5
TNN50G7PX8W5;EMP NAT 2023 T2 CB TV;14000;1,4;10;8,6
TN0008000762;BTA 8% Novembre 2030;3592;3,5;23;8,5
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;33198;3,5;23;8,5
TNX0K9990B08;EMP NAT 2024 T2 CB TF;13000;1,3;260;8,25
TNX0K9990B08;EMP NAT 2024 T2 CB TF;25000;2,5;260;8,25
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;9486;1,0;120;8,5
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;66396;7,0;31;8,5
TN0008000812;BTA 7,5% 13/12/2028;608;0,65;10;7,75
TN0008000812;BTA 7,5% 13/12/2028;589;0,63;8;7,5
TN0008000812;BTA 7,5% 13/12/2028;187;0,2;8;7,5
TN0008000812;BTA 7,5% 13/12/2028;4020;4,3;8;7,5
TN0008000812;BTA 7,5% 13/12/2028;1403;1,5;8;7,5
TN0008000812;BTA 7,5% 13/12/2028;615;0,6;10;8,23
TN0008000747;BTA 7,2% Mai 2027;2000;2,0;330;8,02
