0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
;Durée;;;Emission;;;Taux Fixe;;;;Taux Variable;;;;;;;
;;;(montant nominal;;Taux plus haut;Taux plus haut;Taux plus bas;Taux plus bas;TMP;TMP;;Taux plus haut;Taux plus haut;Taux plus bas;Taux plus bas;TMP;TMP;
;en MDT);;;;;;;;;;;;;;;;;
De 1 à 30* jours;115,00;9,00;7,00;8,53;;0,00;0,00;0,00;;;;;;;;;;
De 30** à 90* jours;49,50;9,35;7,00;8,30;;0,00;0,00;0,00;;;;;;;;;;
"De 90**  à 180*jours";31,50;9,30;9,00;9,04;;0,00;0,00;0,00;;;;;;;;;;
"De 180** à 360*jours";12,50;9,00;8,85;8,93;;0,00;0,00;0,00;;;;;;;;;;
Au-delà d'1 an;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;;;;;;;;;;
