0;1;2
TNFC8O7A98F4;EMP NAT 2024 T3 CB TF;5,52
TNGCLJS7FYQ7;EMP NAT 2024 T4 CC TF;20,44
TNGNCCQYSMR1;BTA 9.9% decembre 2033;8,02
TNMCPXLL1EE2;EMP NAT 2023 T4 CB TV;20,51
TNN50G7PX8W5;EMP NAT 2023 T2 CB TV;0,51
TNPDPODY2398;EMP NAT 2024 T3 CC TF;7,53
TNPDPODY2398;EMP NAT 2024 T3 CC TF;0,97
TNPDPODY2398;EMP NAT 2024 T3 CC TF;3,01
TNUWXR58DVH5;EMP NAT 2024 T1 CB TF;0,50
