0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36
Durée;Durée;;Nombre;;Volume en DT*;Volume en DT*;En cours en DT;En cours en DT;;;Taux Moyen;;Taux plus haut %;Taux plus haut %;Taux plus bas %;Taux plus bas %;;;;;;;;;;;;;;;;;;;;
;;;;d'Opérations;Pondéré;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;2024;;;2025;;;2024;;;2025;;;;;;;2024;;;2025;;;2024;;;2025;;;2024;;;2025;
De 1 à 7 jours;1883;281;10 070 318 933,20;1 488 140 415,00;8 000 266,67;;8,93;8,37;10 ,05;9,95;6,95;7,00;;;;;;;;;;;;;;;;;;;;;;;;
De 8 à 90 jours;10542;3459;53 477 081 134,45;16 429 682 921,39;1 256 109 490,49;;8,98;8,70;10 ,73;9,99;7,49;7,00;;;;;;;;;;;;;;;;;;;;;;;;
Au-delà de 90 jours;1310;498;6 563 075 260,60;2 424 541 179,95;1 586 995 575,91;;9,50;8,90;10 ,53;10,44;7,56;7,50;;;;;;;;;;;;;;;;;;;;;;;;
;TOTAL :;;;13 735;;;4 238;;;70 110 475 328,25;;;20 342 364 516,33;;;2 851 105 333,07;;;;;;;;;;;;;;;;;;;;
