0;1;2;3;4;5;6;7;8;9;10;11
;SIN;;;Libellé;;;Type;;;Montant (MDT);
TN0001901115;BH Subordonne 2019-1 CC TF;Remboursement partiel;1,92;;;;;;;;
TN0001901115;BH Subordonne 2019-1 CC TF;Paiement de coupons;0,40;;;;;;;;
TN0001901123;BH Subordonne 2019-1 CC TV;Remboursement partiel;2,19;;;;;;;;
TN0001901123;BH Subordonne 2019-1 CC TV;Paiement de coupons;0,46;;;;;;;;
TN0007820020;CFE 2021-1 TF;Remboursement partiel;6,00;;;;;;;;
TN0007820020;CFE 2021-1 TF;Paiement de coupons;1,29;;;;;;;;
