0;1;2;3;4;5;6;7;8;9;10;11
;ISIN;;;CFI;;;Libellé;;;ENCOURS (MDT);
TN07Y9PIZG57;DBFNFR;MICROCRED 2024-2;10,00;;;;;;;;
