0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
;Date;;;Code ISIN;;;Libellé;;;Nombre;;;Nombre;;;Montant;;;Prix;;;TMP;
;;;;;;;d'Opératio;;de Titres;de Titres;(mDT);(mDT);Plus Bas;Plus Bas;Plus Haut;Plus Haut;PMP;PMP;;;;;
;;;s;;;;;;;;;;;;;;;;;;;;
22/04/2025;TN0008000705;BTA 6,5% Juin 2025;1;200;210,719;105,360;105,360;105,360;-;;;;;;;;;;;;;;
22/04/2025;TN0008000747;BTA 7,2% Mai 2027;3;161;165,195;102,606;102,606;102,606;-;;;;;;;;;;;;;;
