0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
;Date;;;Code ISIN;;;Libellé;;;Nombre;;;Nombre;;;Montant;;;Prix;;;TMP;
;;;;;;;d'Opératio;;de Titres;de Titres;(mDT);(mDT);Plus Bas;Plus Bas;Plus Haut;Plus Haut;PMP;PMP;;;;;
;;;s;;;;;;;;;;;;;;;;;;;;
11/04/2025;"TNNI3UPDYO12";EMP NAT 2023 T2 CA TF;1;812;8,511;10,482;10,482;10,482;-;;;;;;;;;;;;;;
11/04/2025;TNPSL0PEJVO7;EMP NAT 2022 T1 CA TF;3;2 066;19,953;9,458;10,058;9,477;-;;;;;;;;;;;;;;
