0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36
Durée;Durée;;Nombre;;Volume en DT*;Volume en DT*;En cours en DT;En cours en DT;;;Taux Moyen;;Taux plus haut %;Taux plus haut %;Taux plus bas %;Taux plus bas %;;;;;;;;;;;;;;;;;;;;
;;;d'Opérations;Pondéré;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;2024;;;2025;;;2024;;;2025;;;;;;;2024;;;2025;;;2024;;;2025;;;2024;;;2025;
De 1 à 7 jours;1883;160;10 070 318 933,20;1 046 294 285,78;0,00;;8,93;8,27;10 ,05;9,27;6,95;7,49;;;;;;;;;;;;;;;;;;;;;;;;
De 8 à 90 jours;10542;2027;53 477 081 134,45;9 882 501 073,60;1 562 901 196,36;;8,98;8,86;10 ,73;9,99;7,49;7,49;;;;;;;;;;;;;;;;;;;;;;;;
Au-delà de 90 jours;1310;270;6 563 075 260,60;1 452 085 693,09;1 482 479 893,25;;9,50;9,15;10 ,53;10,44;7,56;7,70;;;;;;;;;;;;;;;;;;;;;;;;
;TOTAL :;;;13 735;;;2 457;;;70 110 475 328,25;;;12 380 881 052,47;;;3 045 381 089,61;;;;;;;;;;;;;;;;;;;;
