0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
;Date;;;Code ISIN;;;Libellé;;;Nombre;;;Nombre;;;Montant;;;Prix;;;TMP;;;;;;;
;;;;;;;;;;d'Opérations;;;e Titres;;;(mDT);;;Plus Bas;;;Plus Haut;;;PMP;;;;
24/03/2025;TN0008000838;EMP NAT T1 2021 CB;1;100 000;10 641,315;106,413;106,413;106,413;-;;;;;;;;;;;;;;;;;;;;
24/03/2025;TN0008000895;EMPRUNT NATIONAL 2021 T2 CB;2;50 000;5 253,151;105,063;105,063;105,063;-;;;;;;;;;;;;;;;;;;;;
