0;1;2;3;4;5;6;7;8;9;10;11
;ISIN;;;CFI;;;Libellé;;;ENCOURS (MDT);
TN7IE3CXL1H9;DBVNFR;BH BANK 2025-1 CE TV;1,00;;;;;;;;
TND1FJ3ZYFX3;DBVNFR;BH BANK 2025-1 CA TV;3,00;;;;;;;;
TNM1LZUJH211;DBFNFR;BH BANK 2025-1 CD TF;29,00;;;;;;;;
TNQYWGWYS7H3;DBVNFR;BH BANK 2025-1 CC TV;2,50;;;;;;;;
TNSS6J4BCTD2;DBFNFR;BH BANK 2025-1 CB TF;34,50;;;;;;;;
