0;1;2;3;4;5;6;7;8;9;10;11
;SIN;;;Libellé;;;Type;;;Montant (MDT);
TN0002601029;STB 2008/2;Paiement de coupons;0,20;;;;;;;;
TN0002601029;STB 2008/2;Remboursement à l’échéance;3,13;;;;;;;;
TN6JRW6OPFB4;BTCT 26 semaines 18022025;Remboursement à l’échéance;60,00;;;;;;;;
