0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
;Durée;;;Emission;;;Taux Fixe;;;;Taux Variable;;;;;;;
;;;(montant nominal;;Taux plus haut;Taux plus haut;Taux plus bas;Taux plus bas;;TMP;TMP;;Taux plus haut;Taux plus haut;Taux plus bas;Taux plus bas;TMP;TMP
;en MDT);;;;;;;;;;;;;;;;;
De 1 à 30* jours;169,00;10,11;7,41;;8,87;;0,00;0,00;0,00;;;;;;;;;
De 30** à 90* jours;23,50;10,11;8,41;;9,01;;0,00;0,00;0,00;;;;;;;;;
"De 90**  à 180*jours";0,50;7,91;7,91;;7,91;;0,00;0,00;0,00;;;;;;;;;
"De 180** à 360*jours";0,50;8,50;8,50;;8,50;;0,00;0,00;0,00;;;;;;;;;
Au-delà d'1 an;0,50;9,41;9,41;;9,41;;0,00;0,00;0,00;;;;;;;;;
