0;1;2;3;4;5;6;7;8
;Libellé;;;Opérations du jour;;;Cumul de l’Année;
Cotation Electronique : Titres de capital;2,49;10,86;;;;;;
Opération de Bloc;-;17,13;;;;;;
Cotation Electronique : Valeurs du Trésor;0,01;0,04;;;;;;
Cotation Electronique : Emprunts Obligataire;-;-;;;;;;
Avis d'Exécution;1,80;9,99;;;;;;
Avis d'Exécution offre Publique;-;-;;;;;;
Cotation sur panneaux;-;-;;;;;;
Opérations d'enregistrement;-;-;;;;;;
Offre à prix ferme;-;-;;;;;;
