0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
;;Durée;;;Emission;;;Taux Fixe;;;;Taux Variable;;;;;;
;;;;(montant;;Taux plus haut;Taux plus haut;Taux plus bas;Taux plus bas;TMP;TMP;;Taux plus haut;Taux plus haut;Taux plus bas;Taux plus bas;TMP;TMP
;;nominal en;;;;;;;;;;;;;;;;
;;MDT);;;;;;;;;;;;;;;;
;De 1 à 30* jours;264,00;10,29;7,41;9,00;;0,00;0,00;0,00;;;;;;;;;
;De 30** à 90* jours;114,00;9,74;8,41;9,39;;0,00;0,00;0,00;;;;;;;;;
;De 90**  à 180* jours;14,50;10,06;8,50;8,99;;0,00;0,00;0,00;;;;;;;;;
;De 180** à 360* jours;4,50;9,41;8,99;9,04;;0,00;0,00;0,00;;;;;;;;;
;Au-delà d'1 an;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;;;;;;;;;
