0;1;2;3;4;5;6;7;8
;Libellé;;;Opérations du jour;;;Cumul de l’Année;
Cotation Electronique : Titres de capital;4,55;190,49;;;;;;
Opération de Bloc;-;34,45;;;;;;
Cotation Electronique : Valeurs du Trésor;1,06;15,49;;;;;;
Cotation Electronique : Emprunts Obligataire;0,59;5,33;;;;;;
Avis d'Exécution;4,57;129,72;;;;;;
Avis d'Exécution offre Publique;-;-;;;;;;
Cotation sur panneaux;-;0,04;;;;;;
Opérations d'enregistrement;-;0,00;;;;;;
Offre à prix ferme;-;-;;;;;;
