0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36
Durée;Durée;;Nombre;;Volume en DT*;Volume en DT*;En cours en DT;En cours en DT;;;Taux Moyen;;Taux plus haut %;Taux plus haut %;Taux plus bas %;Taux plus bas %;;;;;;;;;;;;;;;;;;;;
;;;;d'Opérations;Pondéré;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;2024;;;2025;;;2024;;;2025;;;;;;;2024;;;2025;;;2024;;;2025;;;2024;;;2025;
De 1 à 7 jours;1883;162;10 070 318 933,20;1 078 044 364,72;31 750 078,94;;8,93;8,35;10 ,05;9,56;6,95;7,49;;;;;;;;;;;;;;;;;;;;;;;;
De 8 à 90 jours;10542;2176;53 477 081 134,45;10 592 486 650,93;1 494 013 264,00;;8,98;8,83;10 ,73;9,99;7,49;7,49;;;;;;;;;;;;;;;;;;;;;;;;
Au-delà de 90 jours;1310;302;6 563 075 260,60;1 604 479 342,31;1 426 024 671,25;;9,50;9,12;10 ,53;10,44;7,56;7,70;;;;;;;;;;;;;;;;;;;;;;;;
;TOTAL :;;;13 735;;;2 640;;;70 110 475 328,25;;;13 275 010 357,96;;;2 951 788 014,19;;;;;;;;;;;;;;;;;;;;
