ISIN;Libellé;Nombre de Titres;Montant;Echéance;Taux
TN0008000622;BTA 6,3% Mars 2026;500;0,492;90;8,91
TN0008000606;BTA 6,7% Avril 2028;3000;2,777;90;8,91
TN0008000747;BTA 7,2% Mai 2027;327;0,35;5;8,91
TN0008000812;BTA 7,5% 13/12/2028;2800;2,8;183;9,15
TNN50G7PX8W5;EMP NAT 2023 T2 CB TV;4000;0,4;13;8,99
TNPDPODY2398;EMP NAT 2024 T3 CC TF;73000;7,3;13;8,99
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;14095;1,46;90;8,41
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;8689;0,9;12;8,41
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;4827;0,5;9;8,91
TN0008000812;BTA 7,5% 13/12/2028;1200;1,2;183;9,15
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;7724;0,8;90;8,41
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;19308;2,0;20;8,91
TNXJGTXAROH4;BTA 9,90% 26 décembre 2034;3872;4,001;30;7,5
TNXJGTXAROH4;BTA 9,90% 26 décembre 2034;194;0,2;30;7,35
TN0008000762;BTA 8% Novembre 2030;966;1,0;128;7,7
