0;1;2;3;4;5;6;7;8;9;10;11
;SIN;;;Libellé;;;Type;;;Montant (MDT);
TN0007300015;ARTES (AA);Dividende;30,60;;;;;;;;
TN0007800097;MICROCRED 2020-2 CA TF;Paiement de coupons;0,36;;;;;;;;
TN0007800097;MICROCRED 2020-2 CA TF;Remboursement à l’échéance;2,80;;;;;;;;
TN0007800105;MICROCRED 2020-2 CB TF;Remboursement partiel;2,20;;;;;;;;
TN0007800105;MICROCRED 2020-2 CB TF;Paiement de coupons;0,89;;;;;;;;
