0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
;;Durée;;;Emission;;;Taux Fixe;;;;Taux Variable;;;;;;
;;;;(montant nominal;;Taux plus haut;Taux plus haut;Taux plus bas;Taux plus bas;TMP;TMP;;Taux plus haut;Taux plus haut;Taux plus bas;Taux plus bas;TMP;TMP
;;en MDT);;;;;;;;;;;;;;;;
;De 1 à 30* jours;22,80;10,99;8,99;9,82;;0,00;0,00;0,00;;;;;;;;;
;De 30** à 90* jours;9,35;11,00;2,00;5,75;;0,00;0,00;0,00;;;;;;;;;
;"De 90** à 180*jours";0,55;12,10;10,50;11,11;;0,00;0,00;0,00;;;;;;;;;
;"De 180** à 360*jours";4,70;12,50;10,50;12,31;;0,00;0,00;0,00;;;;;;;;;
;Au-delà d'1 an;1,90;12,25;10,49;11,75;;0,00;0,00;0,00;;;;;;;;;
