0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36
Durée;Durée;;Nombre;;Volume en DT*;Volume en DT*;En cours en DT;En cours en DT;;;Taux Moyen;;Taux plus haut %;Taux plus haut %;Taux plus bas %;Taux plus bas %;;;;;;;;;;;;;;;;;;;;
;;;d'Opérations;Pondéré;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;2024;;;2025;;;2024;;;2025;;;;;;;2024;;;2025;;;2024;;;2025;;;2024;;;2025;
De 1 à 7 jours;1883;365;10 070 318 933,20;1 665 716 949,54;11 000 046,16;;8,93;8,30;10 ,05;9,95;6,95;6,75;;;;;;;;;;;;;;;;;;;;;;;;
De 8 à 90 jours;10542;4158;53 477 081 134,45;19 335 556 929,17;1 317 005 831,94;;8,98;8,65;10 ,73;9,99;7,49;7,00;;;;;;;;;;;;;;;;;;;;;;;;
Au-delà de 90 jours;1310;588;6 563 075 260,60;2 920 789 509,91;1 676 211 090,01;;9,50;8,95;10 ,53;10,44;7,56;7,50;;;;;;;;;;;;;;;;;;;;;;;;
;TOTAL :;;;13 735;;;5 111;;;70 110 475 328,25;;;23 922 063 388,62;;;3 004 216 968,11;;;;;;;;;;;;;;;;;;;;
