0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
;Date;;;Code ISIN;;;Libellé;;;Nombre;;;Nombre;;;Montant;;;Prix;;;TMP;
;;;;;;;d'Opératio;;de Titres;de Titres;(mDT);(mDT);Plus Bas;Plus Bas;Plus Haut;Plus Haut;PMP;PMP;;;;;
;;;s;;;;;;;;;;;;;;;;;;;;
"12/03/2025";"TN4A4WPDZOC1";EMP NAT 2022 T3 CC TF;1;80;8,372;104,655;104,655;104,655;-;;;;;;;;;;;;;;
"12/03/2025";TN6DQ00JBLT7;EMP NAT 2023 T1 CA TF;1;27 201;273,681;10,061;10,061;10,061;-;;;;;;;;;;;;;;
"12/03/2025";"TNHG2VXQ3BG0";EMP NAT 2022 T1 CB TF;1;100;10,875;108,754;108,754;108,754;-;;;;;;;;;;;;;;
"12/03/2025";"TNJ1M1ZAWYG5";EMP NAT 2022 T2 CA TF;1;731;7,366;10,077;10,077;10,077;-;;;;;;;;;;;;;;
"12/03/2025";TNNI3UPDYO12;EMP NAT 2023 T2 CA TF;1;54 284;585,762;10,791;10,791;10,791;-;;;;;;;;;;;;;;
"12/03/2025";TNZBXQU5RZ91;EMP NAT 2021 T3 CA TF;1;41;0,421;10,272;10,272;10,272;-;;;;;;;;;;;;;;
