0;1;2;3;4;5;6;7;8;9;10;11
;ISIN;;;CFI;;;Libellé;;;ENCOURS (MDT);
TNMALVL8K2D8;DBFNFR;MICROCRED 2025-1 TF;17,00;;;;;;;;
