0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
Date;Date;Code ISIN;Code ISIN;Libellé;Libellé;Nombre;Nombre;Nombre;Nombre;;Montan;;Prix;Prix;TMP;TMP;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;t;;;;;;;;;;;;;
;;;;;;;;;;d'Opérations;;;de Titres;;;(mDT);;;Plus Bas;;;Plus Haut;;;PMP;;;;
27/05/2025;TN5WI26K4ER0;"EMP NAT 2024 T2 CCTF";1;3 000;300,981;100,327;100,327;100,327;-;;;;;;;;;;;;;;;;;;;;
27/05/2025;TNBII1MJCEF3;"EMP NAT 2023 T4 CBTF";1;10 000;"1045,375";104,538;104,538;104,538;-;;;;;;;;;;;;;;;;;;;;
27/05/2025;TNGCLJS7FYQ7;"EMP NAT 2024 T4 CCTF";1;5 000;523,444;104,689;104,689;104,689;-;;;;;;;;;;;;;;;;;;;;
27/05/2025;TNNI3UPDYO12;"EMP NAT 2023 T2 CATF";3;3 500;34,410;9,831;9,831;9,831;-;;;;;;;;;;;;;;;;;;;;
27/05/2025;TNPDPODY2398;"EMP NAT 2024 T3 CCTF";1;4 000;427,915;106,979;106,979;106,979;-;;;;;;;;;;;;;;;;;;;;
