0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36
Durée;Durée;;Nombre;;Volume en DT*;Volume en DT*;En cours en DT;En cours en DT;;;Taux Moyen;;Taux plus haut %;Taux plus haut %;Taux plus bas %;Taux plus bas %;;;;;;;;;;;;;;;;;;;;
;;;;d'Opérations;Pondéré;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;2024;;;2025;;;2024;;;2025;;;;;;;2024;;;2025;;;2024;;;2025;;;2024;;;2025;
De 1 à 7 jours;1883;244;10 070 318 933,20;1 400 096 495,28;19 980 106,59;;8,93;8,41;10 ,05;9,95;6,95;7,41;;;;;;;;;;;;;;;;;;;;;;;;
De 8 à 90 jours;10542;3120;53 477 081 134,45;15 413 512 902,21;1 188 622 985,64;;8,98;8,73;10 ,73;9,99;7,49;7,00;;;;;;;;;;;;;;;;;;;;;;;;
Au-delà de 90 jours;1310;450;6 563 075 260,60;2 306 981 130,42;1 551 162 750,17;;9,50;8,90;10 ,53;10,44;7,56;7,70;;;;;;;;;;;;;;;;;;;;;;;;
;TOTAL :;;;13 735;;;3 814;;;70 110 475 328,25;;;19 120 590 527,91;;;2 759 765 842,39;;;;;;;;;;;;;;;;;;;;
