0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37
Durée;Durée;;Nombre;;Volume en DT*;Volume en DT*;En cours en DT;En cours en DT;;;Taux Moyen;;;Taux plus haut %;Taux plus haut %;Taux plus bas %;Taux plus bas %;;;;;;;;;;;;;;;;;;;;
;;;;d'Opérations;Pondéré;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;2024;;;2025;;;2024;;;2025;;;;;;;2024;;;2025;;;;2024;;;2025;;;2024;;;2025;
De 1 à 7 jours;1883;209;10 070 318 933,20;1 288 564 918,33;11 995 459,75;;8,93;8,36;;10 ,05;9,56;6,95;7,41;;;;;;;;;;;;;;;;;;;;;;;;
De 8 à 90 jours;10542;2723;53 477 081 134,45;13 639 636 815,41;1 353 875 104,46;;8,98;8,77;;10 ,73;9,99;7,49;7,25;;;;;;;;;;;;;;;;;;;;;;;;
Au-delà de 90 jours;1310;387;6 563 075 260,60;2 035 110 150,16;1 543 905 540,79;;9,50;8,97;;10 ,53;10,44;7,56;7,70;;;;;;;;;;;;;;;;;;;;;;;;
;TOTAL :;;;13 735;;;3 319;;;70 110 475 328,25;;;16 963 311 883,90;;;2 909 776 105,00;;;;;;;;;;;;;;;;;;;;;
