0;1;2;3;4;5
TNVE955M6R90;EMP NAT 2023 T3 CB TF;30 000;3,000;30;8,000
TNVE955M6R90;EMP NAT 2023 T3 CB TF;20 000;2,000;30;8,000
TN0008000895;EMPRUNT NATIONAL 2021 T2 CB;18 700;2,000;1;7,500
TN0008000838;EMP NAT T1 2021 CB;27 770;3,000;1;7,500
TN0008000747;BTA 7,2% Mai 2027;7 194;6,999;91;8,200
