0;1;2;3;4;5;6;7;8
;Libellé;;;Opérations du jour;;;Cumul de l’Année;
Cotation Electronique : Titres de capital;4,58;36,04;;;;;;
Opération de Bloc;-;17,13;;;;;;
Cotation Electronique : Valeurs du Trésor;5,19;6,44;;;;;;
Cotation Electronique : Emprunts Obligataire;-;0,35;;;;;;
Avis d'Exécution;11,64;35,46;;;;;;
Avis d'Exécution offre Publique;-;-;;;;;;
Cotation sur panneaux;0,03;0,04;;;;;;
Opérations d'enregistrement;0,00;0,00;;;;;;
Offre à prix ferme;-;-;;;;;;
