0;1;2;3;4;5;6;7;8;9;10;11
;SIN;;;Libellé;;;Type;;;Montant (MDT);
TN0007810039;ADVANS TUNISIE 2019-1 CB TF;Paiement de coupons;0,28;;;;;;;;
TN0008000820;EMP NATI T1 2021 CA;Remboursement partiel;2,91;;;;;;;;
TN0007810039;ADVANS TUNISIE 2019-1 CB TF;Remboursement partiel;1,05;;;;;;;;
TN0008000820;EMP NATI T1 2021 CA;Paiement de coupons;0,51;;;;;;;;
TN0008000846;EMP NAT T1 2021 CC;Paiement de coupons;17,44;;;;;;;;
TN0008000838;EMP NAT T1 2021 CB;Paiement de coupons;45,22;;;;;;;;
