ISIN;Libellé;Nombre de Titres;Montant;Echéance;Taux
TNGNCCQYSMR1;BTA 9.9% decembre 2033;1967.0;2.0;31.0;8.4
TN0008000796;BTA 7,5% Janvier 2028;1000.0;1.0;346.0;8.99
TNKF195OZHN9;TAYSIR 2023-1 TF;10000.0;0.8;31.0;9.64
TNN34MAL82X0;MICROCRED 2024-1 TF;1000.0;0.1;31.0;9.64
TN0008000838;EMP NAT T1 2021 CB;15000.0;1.5;31.0;9.64
TN46TGZRABR7;TAYSIR 2023-1 TV;20000.0;1.6;31.0;9.64
TNGNCCQYSMR1;BTA 9.9% decembre 2033;58989.0;60.0;31.0;8.45
TNGNCCQYSMR1;BTA 9.9% decembre 2033;6882.0;7.0;62.0;9.12
TN0008000747;BTA 7,2% Mai 2027;3569.0;3.76;28.0;8.89
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;90000.0;9.0;13.0;9.1
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;19672.0;2.0;31.0;8.99
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;14754.0;1.5;10.0;8.99
TN0008000655;BTA 6,6% Mars 2027;999.0;1.0;31.0;8.99
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;29507.0;3.0;17.0;8.99
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;1968.0;0.2;17.0;8.99
TN0008000747;BTA 7,2% Mai 2027;1898.0;2.0;10.0;7.99
TNX0K9990B08;EMP NAT 2024 T2 CB TF;30000.0;3.0;12.0;9.1
TNVE955M6R90;EMP NAT 2023 T3 CB TF;50000.0;5.0;12.0;9.1
