0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
;Durée;;;Emission;;;Taux Fixe;;;Taux Variable;;;;;;
;;;(montant nominal;;Taux plus haut;Taux plus haut;Taux plus bas;Taux plus bas;TMP;TMP;Taux plus haut;Taux plus haut;Taux plus bas;Taux plus bas;TMP;TMP
;en MDT);;;;;;;;;;;;;;;
De 1 à 30* jours;7,65;10,49;8,14;8,57;0,00;0,00;0,00;;;;;;;;;
De 30** à 90* jours;7,25;9,49;2,00;8,11;0,00;0,00;0,00;;;;;;;;;
"De 90** à 180*jours";1,10;11,50;8,99;10,36;0,00;0,00;0,00;;;;;;;;;
"De 180** à 360*jours";3,70;12,25;8,49;10,16;0,00;0,00;0,00;;;;;;;;;
Au-delà d'1 an;0,05;11,75;11,75;11,75;0,00;0,00;0,00;;;;;;;;;
