0;1;2;3;4;5;6;7;8;9;10;11
;SIN;;;Libellé;;;Type;;;ontant (MDT);
TN0007810062;ADVANS 2019-3 TF;Paiement de coupons;0,24;;;;;;;;
TN0007810062;ADVANS 2019-3 TF;Remboursement à l’échéance;2,00;;;;;;;;
