0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35
Durée;Durée;;Nombre;;Volume en DT*;Volume en DT*;En cours en DT;En cours en DT;;Taux Moyen;;Taux plus haut %;Taux plus haut %;Taux plus bas %;Taux plus bas %;;;;;;;;;;;;;;;;;;;;
;;;;d'Opérations;Pondéré;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;2024;;;2025;;;2024;;;2025;;;;;;2024;;;2025;;;2024;;;2025;;;2024;;;2025;
De 1 à 7 jours;1883;410;10 070 318 933,20;1 769 891 376,34;34 148 950,26;8,93;8,25;10 ,05;9,95;6,95;6,75;;;;;;;;;;;;;;;;;;;;;;;;
De 8 à 90 jours;10542;4335;53 477 081 134,45;20 432 222 702,46;1 273 766 920,27;8,98;8,64;10 ,73;9,99;7,49;7,00;;;;;;;;;;;;;;;;;;;;;;;;
Au-delà de 90 jours;1310;636;6 563 075 260,60;3 242 077 410,95;1 642 109 552,81;9,50;8,91;10 ,53;10,49;7,56;7,50;;;;;;;;;;;;;;;;;;;;;;;;
;TOTAL :;;;13 735;;;5 381;;;70 110 475 328,25;;;25 444 191 489,75;;;2 950 025 423,34;;;;;;;;;;;;;;;;;;;
