0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26
;Total :;;;;;;545;;;12;;;29 708 391;;;67 746;;;3 941 248,082;;;67 975,03;;;;
