0;1;2;3;4;5;6;7;8;9;10;11
;SIN;;;Libellé;;;Type;;;Montant (MDT);
TN0003400330;AMEN BANK Subordonne 2008 CB;Remboursement partiel;1,00;;;;;;;;
TN0003400330;AMEN BANK Subordonne 2008 CB;Paiement de coupons;0,28;;;;;;;;
