0;1;2;3;4;5;6;7;8;9;10;11;12
;;ISIN;;;CFI;;;Libellé;;;ENCOURS (MDT);
;TNNC6SZ1UFM6;DBFTFR;BTA 9,37% 22 juin 2029;960,00;;;;;;;;
