ISIN;Libellé;Nombre de Titres;Montant;Echéance;Taux
TN0008000739;BTA 7,4% Fevrier 2030;19;0,02;29;8,89
TN0008000739;BTA 7,4% Fevrier 2030;14;0,015;29;8,89
TN0008000606;BTA 6,7% Avril 2028;189;0,2;27;7,99
TNCR2TMAK1K8;EMP NAT 2023 T2 CB TF;23741;2,55;7;8,0
TNBII1MJCEF3;EMP NAT 2023 T4 CB TF;85000;8,5;13;9,1
TNN50G7PX8W5;EMP NAT 2023 T2 CB TV;6500;0,65;7;9,1
TNN50G7PX8W5;EMP NAT 2023 T2 CB TV;3500;0,35;8;9,1
TN0008000812;BTA 7,5% 13/12/2028;965;1,0;8;8,25
TN0008000812;BTA 7,5% 13/12/2028;3375;3,5;8;8,25
TNVE955M6R90;EMP NAT 2023 T3 CB TF;15000;1,5;35;9,6
TNVE955M6R90;EMP NAT 2023 T3 CB TF;12000;1,2;35;9,6
