0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36
Durée;Durée;;Nombre;;Volume en DT*;Volume en DT*;En cours en DT;En cours en DT;;;Taux Moyen;;Taux plus haut %;Taux plus haut %;Taux plus bas %;Taux plus bas %;;;;;;;;;;;;;;;;;;;;
;;;d'Opérations;Pondéré;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;2024;;;2025;;;2024;;;2025;;;;;;;2024;;;2025;;;2024;;;2025;;;2024;;;2025;
De 1 à 7 jours;1883;126;10 070 318 933,20;792 034 552,23;98 598 016,46;;8,93;8,31;10 ,05;9,27;6,95;7,49;;;;;;;;;;;;;;;;;;;;;;;;
De 8 à 90 jours;10542;1525;53 477 081 134,45;7 740 145 860,58;1 562 751 460,00;;8,98;8,88;10 ,73;9,99;7,49;7,49;;;;;;;;;;;;;;;;;;;;;;;;
Au-delà de 90 jours;1310;214;6 563 075 260,60;1 253 770 363,98;1 438 590 830,49;;9,50;9,18;10 ,53;10,44;7,56;7,70;;;;;;;;;;;;;;;;;;;;;;;;
;TOTAL :;;;13 735;;;1 865;;;70 110 475 328,25;;;9 785 950 776,80;;;3 099 940 306,95;;;;;;;;;;;;;;;;;;;;
