0;1;2;3;4;5
TN0008000762;BTA 8% Novembre 2030;25 794;24,000;32;8,990
TNX0K9990B08;EMP NAT 2024 T2 CB TF;18 847;2,000;8;8,990
TNX0K9990B08;EMP NAT 2024 T2 CB TF;37 694;4,000;15;8,990
TNX0K9990B08;EMP NAT 2024 T2 CB TF;25 444;2,700;20;8,990
TN0008000606;BTA 6,7% Avril 2028;2 071;1,999;60;9,090
