0;1;2;3;4;5;6;7;8
;Libellé;;;Opérations du jour;;;Cumul de l’Année;
Cotation Electronique : Titres de capital;4,44;345,21;;;;;;
Opération de Bloc;16,03;60,57;;;;;;
Cotation Electronique : Valeurs du Trésor;1,44;46,31;;;;;;
Cotation Electronique : Emprunts Obligataire;-;9,70;;;;;;
Avis d'Exécution;4,89;278,21;;;;;;
Avis d'Exécution offre Publique;-;-;;;;;;
Cotation sur panneaux;-;0,04;;;;;;
Opérations d'enregistrement;-;0,00;;;;;;
Offre à prix ferme;-;-;;;;;;
