0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36
Durée;Durée;;Nombre;;Volume en DT*;Volume en DT*;En cours en DT;En cours en DT;;;Taux Moyen;;Taux plus haut %;Taux plus haut %;Taux plus bas %;Taux plus bas %;;;;;;;;;;;;;;;;;;;;
;;;d'Opérations;Pondéré;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;2024;;;2025;;;2024;;;2025;;;;;;;2024;;;2025;;;2024;;;2025;;;2024;;;2025;
De 1 à 7 jours;1883;294;10 070 318 933,20;1 523 909 273,15;10 150 258,59;;8,93;8,36;10 ,05;9,95;6,95;6,75;;;;;;;;;;;;;;;;;;;;;;;;
De 8 à 90 jours;10542;3611;53 477 081 134,45;17 333 730 564,75;1 290 795 245,04;;8,98;8,68;10 ,73;9,99;7,49;7,00;;;;;;;;;;;;;;;;;;;;;;;;
Au-delà de 90 jours;1310;525;6 563 075 260,60;2 506 434 555,10;1 594 173 686,62;;9,50;8,88;10 ,53;10,44;7,56;7,50;;;;;;;;;;;;;;;;;;;;;;;;
;TOTAL :;;;13 735;;;4 430;;;70 110 475 328,25;;;21 364 074 392,99;;;2 895 119 190,26;;;;;;;;;;;;;;;;;;;;
