0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26
;Date;;;Code ISIN;;;Libellé;;;;Nombre;;;;Nombre;;;Montant dénoué;;;Prix;;;;TMP;
;;;;;;;d'Opérations;d'Opérations;;de Titres;de Titres;;Chez la;;Plus Bas;Plus Bas;;Plus Haut;Plus Haut;;PMP;PMP;;;;
;;;;;;;BCT(mDT);;;;;;;;;;;;;;;;;;;
"26/02/2025";TNESLZG82JC4;BTCT 52 semaines 25022026;;10;;1 200 000;1 100 112,000;91,676%;;91,676%;;91,676%;;8,980%;;;;;;;;;;;;
