0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
;Date;;;Code ISIN;;;Libellé;;;Nombre;;;Nombre;;;Montant;;;Prix;;;TMP;
;;;;;;;d'Opératio;;de Titres;de Titres;(mDT);(mDT);Plus Bas;Plus Bas;Plus Haut;Plus Haut;PMP;PMP;;;;;
;;;s;;;;;;;;;;;;;;;;;;;;
"28/02/2025";TN0008000739;BTA 7,4% Fevrier 2030;1;108;98,306;91,024;91,024;91,024;-;;;;;;;;;;;;;;
"28/02/2025";TN0008000747;BTA 7,2% Mai 2027;1;5;5,056;101,110;101,110;101,110;-;;;;;;;;;;;;;;
"28/02/2025";TNPSL0PEJVO7;EMP NAT 2022 T1 CA TF;1;"159786";1 731,537;10,837;10,837;10,837;-;;;;;;;;;;;;;;
"28/02/2025";TNYZO6UGUZ33;EMP NAT 2021 T3 CB TF;1;3 233;331,251;102,459;102,459;102,459;-;;;;;;;;;;;;;;
"28/02/2025";TNZBXQU5RZ91;EMP NAT 2021 T3 CA TF;1;"136850";1 401,771;10,243;10,243;10,243;-;;;;;;;;;;;;;;
