0;1;2;3;4;5;6;7;8
;Libellé;;;Opérations du jour;;;Cumul de l’Année;
Cotation Electronique : Titres de capital;14,43;320,05;;;;;;
Opération de Bloc;-;35,91;;;;;;
Cotation Electronique : Valeurs du Trésor;-;28,95;;;;;;
Cotation Electronique : Emprunts Obligataire;-;9,69;;;;;;
Avis d'Exécution;2,84;224,91;;;;;;
Avis d'Exécution offre Publique;-;-;;;;;;
Cotation sur panneaux;-;0,04;;;;;;
Opérations d'enregistrement;-;0,00;;;;;;
Offre à prix ferme;-;-;;;;;;
