0;1;2;3;4;5;6;7;8;9;10;11
;ISIN;;;CFI;;;Libellé;;;ENCOURS (MDT);
TNCYAUILJ413;DBFTFR;BTA 9,87% 08 Janvier 2032;702,00;;;;;;;;
