0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35
Durée;Durée;;Nombre;;Volume en DT*;Volume en DT*;En cours en DT;En cours en DT;;Taux Moyen;;Taux plus haut %;Taux plus haut %;Taux plus bas %;Taux plus bas %;;;;;;;;;;;;;;;;;;;;
;;;d'Opérations;Pondéré;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;2024;;;2025;;;2024;;;2025;;;;;;2024;;;2025;;;2024;;;2025;;;2024;;;2025;
De 1 à 7 jours;1883;269;10 070 318 933,20;1 462 118 459,17;12 799 928,42;8,93;8,38;10 ,05;9,95;6,95;7,41;;;;;;;;;;;;;;;;;;;;;;;;
De 8 à 90 jours;10542;3311;53 477 081 134,45;15 938 883 234,88;1 253 689 457,15;8,98;8,71;10 ,73;9,99;7,49;7,00;;;;;;;;;;;;;;;;;;;;;;;;
Au-delà de 90 jours;1310;492;6 563 075 260,60;2 409 942 035,44;1 572 396 431,41;9,50;8,90;10 ,53;10,44;7,56;7,50;;;;;;;;;;;;;;;;;;;;;;;;
;TOTAL :;;;13 735;;;4 072;;;70 110 475 328,25;;;19 810 943 729,49;;;2 838 885 816,98;;;;;;;;;;;;;;;;;;;
