0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
;ISIN;;;Libelle;;;Nombre de Titres;;;Montant;;;Echéance;;;Taux;
TN0008000770;BTA 7,3% Decembre 2027;1 166;1,201;91;7,700;;;;;;;;;;;;
TN0008000770;BTA 7,3% Decembre 2027;146;0,150;55;7,500;;;;;;;;;;;;
TN0008000762;BTA 8% Novembre 2030;578;0,600;90;8,150;;;;;;;;;;;;
TNMCPXLL1EE2;EMP NAT 2023 T4 CB TV;53 000;5,300;13;8,600;;;;;;;;;;;;
TNMCPXLL1EE2;EMP NAT 2023 T4 CB TV;3 000;0,300;12;8,600;;;;;;;;;;;;
TNFGSJPDAWE9;ENDA TAMWEEL 2023-1 CA TV;5 229;0,523;90;8,600;;;;;;;;;;;;
TN9FK1JVMO04;BTCT 52 semaines 04052026;90 000;82,680;32;8,000;;;;;;;;;;;;
TN9092FJVKK8;EMP NAT 2024 T4 CB TF;14 418;1,500;11;8,500;;;;;;;;;;;;
TN9092FJVKK8;EMP NAT 2024 T4 CB TF;4 806;0,500;11;8,500;;;;;;;;;;;;
TN9092FJVKK8;EMP NAT 2024 T4 CB TF;19 224;2,000;32;8,500;;;;;;;;;;;;
TN9092FJVKK8;EMP NAT 2024 T4 CB TF;26 914;2,800;90;8,500;;;;;;;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;615;0,650;11;8,250;;;;;;;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;142;0,150;11;8,250;;;;;;;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;189;0,200;11;8,250;;;;;;;;;;;;
TN0008000812;BTA 7,5% 13/12/2028;4 063;4,300;11;8,250;;;;;;;;;;;;
TN0008000762;BTA 8% Novembre 2030;96;0,100;32;7,270;;;;;;;;;;;;
TN9092FJVKK8;EMP NAT 2024 T4 CB TF;9 612;1,000;34;8,500;;;;;;;;;;;;
TN9092FJVKK8;EMP NAT 2024 T4 CB TF;25 241;2,626;60;8,500;;;;;;;;;;;;
TN9092FJVKK8;EMP NAT 2024 T4 CB TF;9 612;1,000;20;8,500;;;;;;;;;;;;
